user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Emmanuel Returns,,Emmanuel is a reference to the character by that name in George Orwell's book 1984.,2020-05-14 17:53:33,19,125,1346,False,2020-07-25 11:38:31,"Dear Twitter,
Since the experts in charge have generated so much conflicting information during #COVID19 don't you… https://t.co/aNDOS8Uozc",['COVID19'],Twitter for Android,False
iTV SA,South Africa,"iTV networks  . Connecting communities in Africa and beyond , 24/7 on Dstv Channel 347",2012-06-07 14:25:42,9351,396,1091,False,2020-08-12 08:35:50,"KZN SURPASSES WESTERN CAPE WITH COVID-19 CASES
130 new COVID-19 related deaths have been reported, 20 from Eastern… https://t.co/NgBTNqabG7",,Twitter Web App,False
Aaron⚰️,"Texas, USA","•music producer• musician 🎧 Dallas , Tx 🌵@desreneecain",2015-09-22 03:14:46,350,344,6883,False,2020-07-25 03:48:42,Give $2000/month to every American #moneyforthepeople #covid19 https://t.co/TM4PefwDB8 via @Change,"['moneyforthepeople', 'covid19']",Twitter Web App,False
Billy Linehan #CrushtheCurve,Ireland,Small business adviser | mentor | @Celtar_Advisers | contrib @Irish_TechNews | @StartupBallymun @LEODublinCity |Support #SmallBusiness #SME #CrushtheCurve,2009-06-15 13:12:52,2281,3257,29892,False,2020-08-04 05:59:35,Hundreds of thousands flock to Turkey’s beaches despite #COVID19 concerns https://t.co/ghOhBpqPoa,['COVID19'],Twitter for Android,False
RadioChinar,,#Fastest & #latest #news on #Kashmir,2020-03-14 04:13:29,1326,147,247,False,2020-08-09 08:37:18,"Even as #COVID19 spread, a silver lining emerged as the Govt &amp; people came together to tackle it. Numerous PRI memb… https://t.co/jJcPQUzfiG",['COVID19'],Twitter Web App,False
simon cutler,Wodonga,Making the world a better place since 12/1/1983,2012-03-28 02:08:39,256,670,3843,False,2020-08-12 09:02:31,Essendon doing there bit to save the world from lizard people #noscoringthreat #AFLSunsDons #COVID19 https://t.co/OEnbhrcnST,"['noscoringthreat', 'AFLSunsDons', 'COVID19']",Twitter for iPhone,False
Donald Blair,"Toronto, Ontario","President and CEO,
Pivotworks Corporation (@pivotworkscorp) / Furdad to Princesses Roxanne of The Quays, and Denise II of Lakeshore
#blacklivesmatter",2018-12-05 18:54:49,33,28,285,False,2020-08-02 20:49:11,Very happy to help lead this charge. Canadian #SmallBiz keeps our economy alive. Thank you for all your advocacy an… https://t.co/j5CadedF4U,['SmallBiz'],Twitter Web App,False
NPiRSprtz,"Woodside, NY",,2019-10-20 03:54:09,71,171,3148,False,2020-08-16 03:54:01,"Yeah, Taylor!!! It's time for other states to follow NJ &amp; implement mail-in voting for the upcoming election &amp; limi… https://t.co/QkjNVdahpD",,Twitter Web App,False
"Oh, Lady Mania!","Karachi, Pakistan","Blogger writes abt lifestyle & social issues.  https://t.co/tDjVQHvTCw
Contact for PR, Digital Business.
#FollowBack 💯 
#unfollow ⛔ unfollow",2011-08-03 17:39:43,17507,16943,19800,False,2020-07-25 12:07:07,"According to data, Pakistan successfully flattened curve for #COVID19 as more than 81% of Coronavirus patients hav… https://t.co/ajvAc0yXoe",['COVID19'],Twitter Web App,False
Henshaws,Across the North of England,A charity supporting blind / visually impaired people & those with a range of other disabilities. Taking you #BeyondExpectations #Blind #Disability #SightLoss,2009-03-20 11:44:56,6323,1129,5085,False,2020-07-25 11:58:00,We’re looking for people to help us create videos to document how life as a #VisuallyImpaired person has been affec… https://t.co/lLYdOcVEU8,['VisuallyImpaired'],Buffer,False
Petrit Selimi,petritselimipr on insta,"CEO @mfkosovo. Ex Foreign Minister #Kosovo 🇽🇰. @GMFUS alumni. Xennial husband, dad, comics fan. Personal tweets. RT≠endorse. “A Republic, if you can keep it”.",2007-04-11 17:13:48,50273,2271,13454,True,2020-08-06 16:02:51,"Strange! Despite #COVID19 record deaths in last 7-8 weeks in #Kosovo, far less Kosovars died in total in the first… https://t.co/OjUn81lVrU","['COVID19', 'Kosovo']",Twitter for iPhone,False
Luis Rosales, California USA 🇺🇸,"Campaign Manager, not just for anyone. Advisor (Ground). Military Veteran. #Music #Pomona",2011-03-29 08:13:28,3829,3439,1094,False,2020-07-28 05:11:41,"July 27, 2020

#LosAngeles #NewYork #Washington #NewOrleans #Italia #China #Spain #Japan #SouthKorea #California… https://t.co/msMAjjdShE","['LosAngeles', 'NewYork', 'Washington', 'NewOrleans', 'Italia', 'China', 'Spain', 'Japan', 'SouthKorea', 'California']",Twitter for iPad,False
Digital India,"New Delhi, Delhi",This is the official Twitter account of Digital India. RTs are not endorsements.,2014-07-28 06:24:21,1480509,542,489,True,2020-08-14 06:30:00,#VocalForLocalTech | The first 'Covid Kiosk and Automatic Vending Machine' inaugurated by Hon'ble @rsprasad at Patn… https://t.co/xAv6lPjst6,['VocalForLocalTech'],Twitter Web App,False
Gregory Frens,Lansing,Equality & Respect.  Find a way to get in the way!!  -  Congressman John Lewis,2013-04-06 13:48:48,117,202,5336,False,2020-08-18 17:53:25,"@realDonaldTrump You are an inadequate failure, IT IS WHAT IT IS @POTUS @WhiteHouse VOTE @JoeBiden @KamalaHarris… https://t.co/33bmsoKPVX",,Twitter for iPhone,False
Kristie Lu Stout✌🏽,Hong Kong,"Yep, I'm an anchor/correspondent for CNN. 🎥📝🌏| Instagram: @klustout | Name my momma gave me: 魯可蒂",2009-03-03 04:56:18,164918,3231,10348,True,2020-08-08 10:55:56,"Through sweat and rain and peak humidity, the mask stays on. 😷 

(With a backup in the hip pack.)

Fellow hikers &amp;… https://t.co/ffOShcdNbw",,Twitter for iPhone,False
Kav,,,2013-09-03 06:26:41,24,244,420,False,2020-08-02 19:23:45,"Sums up my sentiments exactly. Just because we are re-opening the economy, acting like the risk of #COVID19 has dis… https://t.co/70dDSyaQTy",['COVID19'],Twitter for Android,False
The Hawk,India,▌Stay UpToDate - The Hawk is One of India's topmost English Dailies. Latest news from India and around the world. Published From Haridwar UK & Saharanpur UP.,2012-11-19 14:48:20,2111,802,14,False,2020-08-30 06:15:53,"Tight Security In Lucknow Due To Muharram, Lockdown #Security #Muharram #UP #COVID19 https://t.co/4lcxVb0PTQ","['Security', 'Muharram', 'UP', 'COVID19']",Hocalwire Social Share,False
Kimberley Leonard,"London, England","Anchor on @Skynews  
Wash your hands, Wear your mask, Keep your distance.
All views my own. 
🇰🇪🇬🇧",2009-02-05 02:51:45,12415,2461,26877,True,2020-08-22 10:08:17,"#coronavirus #COVID19 
I'm talking to @AndyBurnhamGM in the next few minutes here on @SkyNews","['coronavirus', 'COVID19']",Twitter Web App,False
YoEdutech - FHC,Nagpur,Yo Edutech Solutions pvt. Ltd. offers a wide scope of best-in-industry online CA coaching classes and CA video lectures for all subjects.,2020-03-04 04:33:50,60,334,32,False,2020-08-04 05:09:24,Know all about machine learning and polish your skills with Azure Machine Learning.  Learn to build powerful applic… https://t.co/T3a0i2YQft,,Twitter Web App,False
Crawford Kilian,"North Vancouver, BC","Retired college teacher & persistent writer (journalism, science fiction, fantasy, regional history, education). Also blogging on too many subjects.",2009-01-15 22:39:28,9300,3025,1607,False,2020-07-26 03:40:46,"North Korea reports a suspected #COVID19 case--in a ""runaway"" who somehow sneaked back across the DMZ: 🙄 
https://t.co/Vr7Rmo1TOk",['COVID19'],Twitter Web App,False
Deepak,"UP, INDIA",,2020-05-27 06:43:25,23,15,163,False,2020-08-08 10:53:10,"#AbhishekBachchan 
Good news! #AbhishekBachchan finally tested negative for #COVID19 . Congrats to whole Bachchan f… https://t.co/sgdIfRRnLL","['AbhishekBachchan', 'AbhishekBachchan', 'COVID19']",Twitter Web App,False
JBA,"Florida, USA",35yrs US Army Intel. Proud White American who won't tolerate Racism or Traitors. Counter-Intel 101 Indicators:Trump made deal w/Kremlin. #Resist #Resistance,2013-12-01 19:18:03,1156,1642,8398,False,2020-07-30 20:31:38,"Dear #MAGA @foxnation @GOP @realDonaldTrump @Conservatives @LCVoters @limbaugh @SenateGOP @HouseGOP,
150K #COVID19… https://t.co/ONK5C3xsdd","['MAGA', 'COVID19']",Twitter for iPhone,False
Robert Pearsall,"Honolulu|Sacramento|Wash.,DC",Political & Legal Advocacy | Energy Policy | @UCBerkeley | @usflaw | Congressional Liaison @citizensclimate | Followed by @matthewjdowd @SykesCharlie,2016-02-04 21:42:15,1387,486,12314,False,2020-07-28 04:19:52,"@MelissaJPeltier Data strongly suggests at least 200K American #COVID19 deaths by November election. Trump's lies,… https://t.co/PfBR8sI0dI",['COVID19'],Twitter for Android,False
Hotpage News,United States,Top 50 Headlines of the Day #COVID19 #Coronavirus,2009-03-12 14:16:30,26175,13280,1,False,2020-08-10 15:23:32,"Trump gets approval from his white, millionaire golf club crowd - #COVID19 #Covid #Coronavirus #Trump #Biden… https://t.co/vPkQnVLrYo","['COVID19', 'Covid', 'Coronavirus', 'Trump', 'Biden']",Twitter Web App,False
Christianne Smith,Between Conspire & Inspire,"🍁 Canadian Antitheist/Polyatheist 🦄 Wife of @BP_Smith Expat Montréalaise who loves science, literature, music, & film #TheResistance 🇺🇸 #MASA 🚫 #Bullshit",2009-09-03 15:39:40,5376,596,3958,False,2020-08-08 10:38:10,"No masks required as 250,000 expected at 10-day Sturgis Motorcycle Rally https://t.co/pADUapzn2U Here's what to kno… https://t.co/m3WPovigdz",,Twitter for Android,False
International leadership University,"Mtito Andei Road, Kilimani ",A World-class University developing Leaders of Integrity,2019-08-26 05:24:58,34,8,13,False,2020-08-08 11:44:59,"Q. Are we offering online courses because of #COVID19 , or our international students will still be able to access… https://t.co/PoMmUOouH0",['COVID19'],Twitter Web App,False
Chainga,Earth,"Views expressed here are my own, and have nothing to do with my employers or family.",2010-03-25 13:01:46,3088,2342,6698,False,2020-08-02 21:25:28,"Despite #SouthAfrica imposing a lockdown when cases were fewer that what we have in #Zambia right now, they're here… https://t.co/fBztzsaYnF","['SouthAfrica', 'Zambia']",Twitter for Android,False
Matthew's Friends,"Surrey, UK","We are a charity & clinic that specialises in medical #ketogenic diets for #Epilepsy, Brain Tumours, Glut 1D & other neurological disorders.",2009-10-21 19:28:22,4567,680,1496,False,2020-08-18 16:35:09,"Get tips on managing a medical Ketogenic Diet during the Coronavirus pandemic

See our factsheet on our website, ju… https://t.co/uAHCFJ1s5F",,Hootsuite Inc.,False
JoJo Saenz,SFC,Proud of who I’ve become✊🏽 #GoldenStateWarriors 💛🏆💙,2011-11-09 00:46:18,435,450,14389,False,2020-07-26 04:11:19,My results are negative for #COVID19 🙏🏽,['COVID19'],Twitter for iPhone,False
MEDEA Project,EU,This project receives funding from the @EU_H2020 Research & Innovation Programme. Grant Agreement no787111. Tweets reflect only the views of the project owner.,2018-09-04 10:16:59,195,130,184,False,2020-08-11 08:24:38,"Easy steps to⛔️the transmission of #COVID19 
#medeaprojecteu #practitioners #research #safety #WearAMaskSaveALife… https://t.co/iHdpiSP5Pv","['COVID19', 'medeaprojecteu', 'practitioners', 'research', 'safety', 'WearAMaskSaveALife']",Twitter Web App,False
Lissandra Jensen,Worldwide,Official #Author #Writer #ScreenWriter 140 Lettres de caractères avec du caractère //The Word for The World //NO ANSWER PM OFF@ : lissandrajensen.off@gmail.com,2012-12-31 19:09:09,3238,2665,8195,False,2020-08-13 09:21:36,"#AI 

#BostondynamicS 

#Singapore / #COVID19 &amp; DistancinG  ⏬

Spot robot patrolling Bishan-Ang Mo Kio Park | The S… https://t.co/mq44nth9Kl","['AI', 'BostondynamicS', 'Singapore', 'COVID19']",Twitter Web App,False
Nine News Australia,Australia,Australia's No.1: Follow @9NewsSyd | @9NewsMelb | @9NewsQueensland | @9NewsGoldCoast | @9NewsAdel | @9NewsDarwin | @9NewsPerth,2009-03-05 22:51:02,596427,226,336,True,2020-07-31 19:01:40,#COVID19 #LIVE UPDATES: Residents from Great Sydney are now locked out of Queensland after its border closed at 1am… https://t.co/9Pex2YHpEC,"['COVID19', 'LIVE']",Hootsuite Inc.,False
Giorgio Tuscani,,Choose Love but never back down from fear. #Resist #FBR  #EnoughIsEnough #TheResistance #OnwardTogether building bridges not walls,2009-03-04 19:37:42,10533,11571,92049,False,2020-08-02 20:09:19,"@JohnCornyn Yep.  You and your corrupt tegime and trump are responsible for calling #coronavirus a hoax
 You… https://t.co/lKbEQQUWZd",['coronavirus'],Twitter for Android,False
Chris-Cat 🆘😷🆘,"Sagebrush Steppes, PNW","In Trump's America you either become an activist or a victim. Choose! PharmD, photographer, owned by two felines, hiker of trails #TheResistance #Ω #FBR",2009-05-24 14:00:41,5649,6103,144907,False,2020-07-28 04:00:04,"@TBUNEWS @realDonaldTrump Yeah, not really. Fools. #COVID19 https://t.co/HGIyIFAgSO",['COVID19'],Twitter Web App,False
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,444,1,0,False,2020-07-27 05:52:01,"8 new deaths in El Salvador 

[6:52 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False
#IndiaFightsCorona,,Official Government of India updates on #COVID19 by @MIB_India.,2020-03-31 07:41:35,101111,70,1783,True,2020-07-27 03:23:42,"#IndiaFightsCorona:

📍Minding our minds during #COVID19 

▶️Don't stigmatise people with #COVID: Maintain a safe ph… https://t.co/1iBVZx0xEP","['IndiaFightsCorona', 'COVID19', 'COVID']",Twitter for Android,False
Machins Solicitors,Luton,"Leading firm of solicitors in Bedfordshire, Hertfordshire, Buckinghamshire",2013-10-23 10:05:56,749,298,770,False,2020-08-30 08:01:04,Affordable homes scheme to be extended by a further year - read full article here - https://t.co/YvkAfNF18c… https://t.co/jL8P0fTWuj,,Hootsuite Inc.,False
GigNow Global,,"GigNow is a talent marketplace that matches contract workers with gigs at iconic organizations around the world.
#GigNow #FutureofWork #GigEconomy",2018-07-23 22:09:07,553,31,3,False,2020-08-06 15:45:02,Great article by EY's Partner Brian Campbell at @EYCanada on how business leaders can build #Resilience in their po… https://t.co/HJfkx8GCb9,['Resilience'],ContentCal Studio,False
Deccan Herald,India,"Bangalore & Karnataka's leading news daily for over 72 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",2011-03-18 10:02:16,58475,738,1107,True,2020-08-22 08:56:50,"#Covid19 | As many as 373 patients were discharged during the last 24 hours. 

https://t.co/XPTXP5jrhP",['Covid19'],Twitter Web App,False
¡Gran Fútbol Hombre!,,Far Left..,2019-03-04 22:39:08,55,851,1251,False,2020-08-14 01:41:57,"#NowPlaying
Black And Blue [Explicit] by Van Halen on Amazon Music
#BidenHarris2020Landslide
#USPSsabotage
#COVID19… https://t.co/uzOE1eZ77j","['NowPlaying', 'BidenHarris2020Landslide', 'USPSsabotage', 'COVID19']",Twitter for Android,False
EastMojo,"Guwahati, India",Mobile-first digital news platform | New media storyteller from Northeast India,2017-08-11 11:15:48,10288,604,268,True,2020-07-26 08:58:33,"#CoronavirusUpdates: 28 from Kohima, 13 from Mon and 9 persons from Dimapur test positive for COVID-19; active case… https://t.co/6I2rvLxnoq",['CoronavirusUpdates'],Twitter Web App,False
GreenTeapot,"New Jersey, USA","Teddy Roosevelt, Gandhi,John Kennedy, Martin Luther King, Ronald Reagan, Norman Vincent Peale, Walt Disney, Steve Jobs, The American Dream.",2019-04-14 23:38:09,284,1569,177,False,2020-07-30 20:07:04,@SpeakerPelosi Where does science stand on having thousands of people protest every night around the country. You c… https://t.co/myE6vjK3Jw,,Twitter for iPad,False
Kev a man with a machine gun wielding hedgehog,"northampton, middle england ","Northampton born MK. bred tax exile alleged genius bipolar  maniac currently on major meds change, it’s screwing head up big time, it’s not a great ride...",2019-09-29 12:25:06,48,63,1664,False,2020-08-04 06:37:38,"#gmb spot on tweet...when your ticket is up , it’s up...Ms Vine hit nail on the head...you cannot cheat the reaper,… https://t.co/KcER5VXqFb",['gmb'],Twitter Web App,False
Sassy Sae,,"The local authority is a servant not a master, a truth which on occasions is too easily overlooked.
Lord Justice Manby 2010.
Keeping tabs on The Cronx",2015-04-16 19:29:25,430,670,9706,False,2020-07-25 11:03:14,@Topsham @cleanstreetstu To be fair #COVID19 has only affected Croydon. No other LAs have had to deal with.........… https://t.co/Dd9vNS56DQ,['COVID19'],Twitter for Android,False
China Daily World,,The world as seen from China,2020-05-05 04:33:36,591,144,76,False,2020-07-28 05:01:42,The British government @BorisJohnson will enforce a number of regulations on food retailers and advertisers to comb… https://t.co/dfwVbdty0C,,Twitter Web App,False
B.Z Zameer Ahmed Khan,"Bengaluru, India","Former Minister For Food & Civil Supply, Consumer Affairs, Minority Welfare, Hajj And Wakf Govt Of Karnataka And 4th Time MLA for Chamrajpet Constituency",2016-03-04 21:30:32,3959,228,133,False,2020-07-25 09:54:35,"Today did My 4th time  #COVID19 test and by the Grace of Almighty ALLAH my results came Negative

#STAYHOME &amp;… https://t.co/xrgJ5PLKVN","['COVID19', 'STAYHOME']",Twitter for Android,False
Conrad,London,"Scottish director, producer, teacher, and adventurer.",2012-08-10 21:03:22,517,1788,785,False,2020-08-10 16:13:24,When is it going to end? I just hope that students and teachers everywhere can stay safe! Teen who shared photo of… https://t.co/xHyRGgcm1e,,Twitter for iPhone,False
London Wembley Crime Prevention (LWCP),"Brent, London","Extensively working for our community in the reduction and prevention of crime. In partnership with the police, councils and statutory agencies.",2014-02-03 14:20:26,1194,1068,18140,False,2020-08-14 06:16:34,"#Coronavirus #Covid19: 
#Fines for #refusing to #wear #facemask to #increase to £3,200 as #BorisJohnson #announces… https://t.co/gAbs0GztJi","['Coronavirus', 'Covid19', 'Fines', 'refusing', 'wear', 'facemask', 'increase', 'BorisJohnson', 'announces']",Twitter for Android,False
Cerini Coffee,"Bronx, New York",Cerini Coffee & Gifts has been a family-owned coffee beans & espresso supply store in Little Italy for over 40 years.,2009-04-25 04:03:09,412,1420,42,False,2020-07-31 17:45:43,Made in Italy - Face Masks 100% Cotton #covid19 #madeinitaly @ Bronx Little Italy https://t.co/a3BGQ1Dley,"['covid19', 'madeinitaly']",Instagram,False
χριστόφορος,Λευκωσία / Nicosia,"HumanRights & FreeExpression Ανθρώπινα Δικαιώματα Για Όλους/
Freedom of expression is applicable
also to 'information' or  'ideas'
that offend, shock or disturb",2013-01-24 18:29:21,2437,2211,27849,False,2020-08-13 10:18:28,"#COVID19 

Lessons not learned... https://t.co/RhHlXYfEvZ",['COVID19'],Twitter Web App,False
Gavin Redhead,Lancashire,"Retired Children’s Rights & Participation Officer. Now focussing on my family, garden and allotment. All opinions and views my own.",2010-09-30 18:15:39,692,1627,2145,False,2020-08-16 07:15:53,Just to remind @BBCNews that not everywhere in England has lifted the shielding guidance. In Blackburn with Darwen… https://t.co/D1MtWmfuKO,,Twitter for iPhone,False
Thaivisa.com News - The Nation,Thailand,#Thailand's Leading English Language #Digital #News & Information Portal.  #Bangkok #Pattaya #HuaHin #Phuket #Krabi #KohSamui #ChiangMai #Isaan @nationnews,2009-02-07 05:06:41,33234,434,325,False,2020-08-02 20:16:30,"THAI operates special flights to Copenhagen, Taipei in August https://t.co/cNgUhK4UVw #thailand #coronavirus… https://t.co/7lfy5shPHI","['thailand', 'coronavirus']",Sprout Social,False
Chakams,nigeria,https://t.co/nJkBKmGLYa. Fatherhood...& Beyonce,2009-03-22 19:56:46,1031,936,164,False,2020-08-11 09:51:06,Breaking: Russian President #VladimirPutin says his country has registered the world’s first #Covid19 vaccine &amp; rev… https://t.co/WI23ln1JBr,"['VladimirPutin', 'Covid19']",Instagram,False
Reform Austin,"Texas, USA","💡 Breaking down Texas news, social issues + politics.
📰 Always pursuing #Texas stories.
Subscribe 👉🏼 https://t.co/D1uur0DWvm",2018-01-17 17:49:59,13857,274,1175,False,2020-08-18 17:33:05,@TexasDSHS Final Abbott comment on this: State labs are working on 1-2 day turnaround. Expect number adjustments th… https://t.co/3lD0mPxjh4,,TweetDeck,False
Roopa Rao Patel,"Pennsylvania, USA","Human. Humanity. Love. Peace.
counselor. Reiki Healer.",2012-08-17 17:18:28,45,409,5405,False,2020-08-09 03:54:16,"Seriously?????
#COVID19 
#MaskUp 
#fashionstyle https://t.co/NF6oRIF3WZ","['COVID19', 'MaskUp', 'fashionstyle']",Twitter for Android,False
Sanitation and Water for All,,"Water, sanitation & hygiene for all, always and everywhere.

A global partnership to achieve universal access to clean water & adequate sanitation. #SWAinAction",2013-03-06 16:53:36,33252,1524,4705,True,2020-08-01 17:11:04,"Inequalities violate #HumanRights incl. #WaterSanitationRights

85+ leaders signed the #GlobalCall4Water to priorit… https://t.co/u1NGjPL4mO","['HumanRights', 'WaterSanitationRights', 'GlobalCall4Water']",Twitter Web App,False
Alan Cross,Toronto,"A professional music geek.  Also broadcaster, writer, public speaker and consultant. Community Director @Entertain_TO https://t.co/bOoHIw3gTP",2008-02-27 02:12:32,63242,602,365,True,2020-08-14 01:31:00,Veteran CNN reporter @JessicaYellin tells my @geeksandbeats #podcast #COVID19 is a double-edged sword for journalis… https://t.co/bEYNsfkDjK,"['podcast', 'COVID19']",Twitter Web App,False
Redacción Médica,España,Periódico online con toda la actualidad del sector sanitario. #medicina #enfermería #farmacia #sanidad #salud #pacientes,2010-12-21 07:37:42,75571,7707,7102,False,2020-08-08 11:00:19,"#Empleo | La sanidad suma 4️⃣3️⃣.0️⃣0️⃣0️⃣ nuevas altas para frenar rebrotes de #Covid19 

✏️ Informa… https://t.co/7VRAdN6oP7","['Empleo', 'Covid19']",Buffer,False
Fernando Garcia-Franceschini,"Dubuque, IA","@KCRG Reporter | @NewhouseBDJ 🍊& @sagradoedu 🐬 alum | Puerto Rican 🇵🇷 | Lover of all things @survivorcbs, @taylorswift13 & @NutellaUSA",2012-10-11 03:15:36,345,531,1714,False,2020-07-30 20:38:44,"NEW: According to the White House Coronavirus Task Force, both Dubuque County and the city of Dubuque are “red zone… https://t.co/pps52li9Wi",,Twitter for iPhone,False
IAM Platform,Worldwide,"Curation | Tools | Tips | Services

IAM Platform powers IAM Network:

GO: https://t.co/wZabw3lJog

Blog | Social | Podcast | Code Trove",2010-12-13 21:24:29,17653,15105,65398,False,2020-08-30 08:36:26,"Coronavirus outbreak latest: Aug. 28, 2020 

READ MORE: https://t.co/gicS0q3beM

#cdc #coronavirus #covid19 #mers… https://t.co/iXk4VyleC1","['cdc', 'coronavirus', 'covid19', 'mers']",IAMBLOG2TWITTER,False
Shievani Upadhyay,"Mumbai, India",Problem solving for F500 @kearney & at-risk communities @annapurnamov. Grew up at @iitbombay - always learning,2014-10-29 11:50:16,82,353,735,False,2020-08-17 05:39:24,"@aaasandeep and the lovely team at @actioncovidteam has donated 25,000+ reusable masks for slums across #Mumbai ♥️… https://t.co/MrTOfjYa1Q",['Mumbai'],Twitter for Android,False
"Gavi, the Vaccine Alliance","Geneva, Switzerland","Gavi, the Vaccine Alliance, helps vaccinate half the world’s children against deadly and debilitating diseases. #VaccinesWork",2009-12-16 14:32:10,122884,1323,5669,True,2020-08-06 15:18:25,"Plans to maintain, restore and strengthen immunisation efforts in Pakistan are underway with an emphasis on… https://t.co/QipkN6u34e",,Twitter Web App,False
Samuel Wilson,,"Samuel Wilson is a graphic designer, satirist and author of “Mandate Lost”, an illustrated fantasy about...the 💙afterlife💙of Donald Trump”. #resist #biden2020",2020-04-24 06:53:37,2928,4998,511,False,2020-08-13 10:08:40,"@ConanOBrien @JimCarrey Today #Trump will spend 𝗠𝗢𝗦𝗧 of his time..
Getting #Covid19 advice from Stella Immanuel… https://t.co/k5G6LhQK8Q","['Trump', 'Covid19']",Twitter for iPad,False
PHE West Midlands,"West Midlands, UK","Official feed for Public Health England in the West Midlands region, giving regular news and updates on PHE's work in the area.",2013-04-17 10:27:53,3637,1211,10348,True,2020-08-13 07:30:00,"Got your #alevelresults and feel like celebrating? Stay #COVID19 safe and make sure you:

&gt;Keep social distancing
&gt;… https://t.co/phVW5LjnIS","['alevelresults', 'COVID19']",TweetDeck,False
Stay safe save lives,,Stay updated.,2020-04-02 09:33:23,12,13,41,False,2020-07-26 08:54:57,"For the first time #India reported more than 50000 new cases in a single day on 25th July

#coronavirus #COVID19","['India', 'coronavirus', 'COVID19']",Twitter for Android,False
Ana Carla,São Paulo,Goiana de raiz e de coração. Moradora de São Paulo e sócia da Oliver Wyman. Melhor parte: mãe de 4 filhos incríveis. Tudo ao mesmo tempo agora,2015-08-02 01:31:49,13611,996,19286,False,2020-08-02 20:17:13,Update: The July 31 Oliver Wyman Global Fleet and MRO Forecast Update provides current data on where the aviation i… https://t.co/9QgCeSdgdQ,,LinkedIn,False
Phebe Baltazzi,"Athens, Greece","Mother of two, Musician, Maritime-Math Studies, French teacher.  (Jungian) Depth Psychology.  Tweets in Greek/French/English/Italian 
Birthday 03/10",2010-10-05 08:47:12,160,213,2936,False,2020-08-22 07:26:48,"Healthy and #empathetic behaviour during #COVID19
 Everyone has an opinion on back-to-school plans. Here's how to t… https://t.co/V5vDJtWe3b","['empathetic', 'COVID19']",Twitter Web App,False
#BhikhaariKhandaan,,,2019-12-15 11:35:00,72,31,9730,False,2020-07-26 09:27:40,"#XiJinping managed to recreate #Venice in China !

All hail the exemplary vision and audacity to dream of the great… https://t.co/5SuKDwmxyr","['XiJinping', 'Venice']",Twitter Web App,False
Melanie D.,Waikato New Zealand,Teacher who likes education policy. Literally herds cats while teaching Y3/4. Politics junky on Left. Blogger. #MoolooOleOleOle! #ChiefsMana #ABs #Magic,2011-10-20 23:34:03,4448,4584,139463,False,2020-07-27 04:44:41,@Jerome111Au Victoria's lockdown isn't strict. You can still go buy a frock at a fashion outlet. If Victoria wants… https://t.co/Ff8DVISyvR,,Twitter for Android,False
IAM Platform,Worldwide,"Curation | Tools | Tips | Services

IAM Platform powers IAM Network:

GO: https://t.co/OJVc7LULBT

Blog | Social | Podcast | Code Trove",2010-12-13 21:24:29,17816,14941,65440,False,2020-07-25 05:17:01,"‘I’m very concerned’: Doctor on Idaho’s coronavirus task force worried about continued surge in cases 

READ MORE:… https://t.co/3EZu8wJpqI",,IAMBLOG2TWITTER,False
Ali 'Mwamvita' Manzu,"Nairobi, Kenya","Kenyan 🇰🇪 Reporter/News Anchor Swahili Editor Standard Group SGL. 

https://t.co/8Dd5pWIino…  Respect your audience",2010-03-06 06:23:48,194240,997,12872,False,2020-08-12 07:38:41,The United Kingdom goes into recession for the first time in 11 years due to the impact of #COVID19 pandemic. https://t.co/DEv93N34qE,['COVID19'],Twitter for iPhone,False
ChinAfrica Magazine - South Africa,,China's only monthly magazine on China-Africa relations targeting an African audience.,2019-11-04 09:22:50,72,21,8,False,2020-08-12 07:16:59,"Daily #Updates of Novel Coronavirus Infections (August 12, 2020) #coronavirus #COVID19 https://t.co/5ELi3X3skf","['Updates', 'coronavirus', 'COVID19']",Twitter Web App,False
NJTrainDelays - your vote is your voice,Trapped on #NJTransit ,"In quarantine, but #NJTransit still sucks. @FoxNews contributor. I was on QVC once. One of these things is a lie.",2014-03-26 18:32:36,3129,3810,141946,False,2020-08-01 18:30:47,@NHGOP @TomCottonAR @NHTrumpVictory Check the #COVID19 infection rates in 2 weeks! #COVIDIOTS https://t.co/JoGhXoT0N4,"['COVID19', 'COVIDIOTS']",Twitter for Android,False
Iman Ali,United States,Official Twitter Account of Iman Ali: I believe honesty is important! if we are to rebuild #Somalia. Without a constitution & a free judiciary what’s the point?,2015-01-02 02:08:36,1284,31,4213,False,2020-07-28 05:51:34,"@GOP: “get back to work”

Americans: “Sounds good with me boss man” 

@GOP: “Hey! If you get sick or die because of… https://t.co/6vpT2KbhTp",,Twitter for iPhone,False
